station,valid,tmpc,dwpc,relh,alti,mslp
RJAI,2006-03-03 00:00,6.00,2.00,75.50,29.91,M
RJAI,2006-03-03 01:00,7.00,2.00,70.48,29.88,M
RJAI,2006-03-03 02:00,9.00,-1.00,49.53,29.88,M
RJAI,2006-03-03 03:00,9.00,-1.00,49.53,29.88,M
RJAI,2006-03-03 06:00,8.00,-1.00,53.00,29.88,M
RJAI,2006-03-06 00:00,8.00,1.00,61.28,30.09,M
RJAI,2006-03-06 03:00,16.00,7.00,55.12,30.00,M
RJAI,2006-03-06 06:00,15.00,7.00,58.77,29.91,M
RJAI,2006-03-06 23:00,8.00,1.00,61.28,30.15,M
RJAI,2006-03-07 00:00,8.00,1.00,61.28,30.15,M
RJAI,2006-03-07 01:00,8.00,1.00,61.28,30.15,M
RJAI,2006-03-07 02:00,9.00,0.00,53.27,30.15,M
RJAI,2006-03-07 03:00,9.00,0.00,53.27,30.15,M
RJAI,2006-03-07 04:00,9.00,-1.00,49.53,30.12,M
RJAI,2006-03-07 05:00,10.00,0.00,49.81,30.09,M
RJAI,2006-03-07 06:00,10.00,2.00,57.52,30.09,M
RJAI,2006-03-07 07:00,11.00,2.00,53.81,30.06,M
RJAI,2006-03-07 08:00,10.00,3.00,61.76,30.06,M
RJAI,2006-03-07 09:00,10.00,3.00,61.76,30.06,M
RJAI,2006-03-08 00:00,11.00,5.00,66.48,30.00,M
RJAI,2006-03-08 03:00,17.00,2.00,36.45,29.97,M
RJAI,2006-03-08 06:00,19.00,0.00,27.83,29.97,M
RJAI,2006-03-09 00:00,7.00,-2.00,52.72,30.36,M
RJAI,2006-03-09 02:00,8.00,-2.00,49.24,30.36,M
RJAI,2006-03-09 03:00,10.00,-1.00,46.31,30.33,M
RJAI,2006-03-09 04:00,11.00,-1.00,43.32,30.30,M
RJAI,2006-03-09 05:00,10.00,-1.00,46.31,30.30,M
RJAI,2006-03-09 06:00,10.00,-1.00,46.31,30.27,M
RJAI,2006-03-10 00:00,6.00,2.00,75.50,30.21,M
RJAI,2006-03-10 03:00,7.00,3.00,75.68,30.15,M
RJAI,2006-03-10 06:00,8.00,6.00,87.19,30.06,M
RJAI,2006-03-11 21:00,12.00,6.00,66.70,29.68,M
RJAI,2006-03-11 22:00,13.00,6.00,62.46,29.65,M
RJAI,2006-03-13 00:00,5.00,-9.00,35.57,29.74,M
RJAI,2006-03-13 03:00,6.00,-10.00,30.68,29.74,M
RJAI,2006-03-13 06:00,6.00,-6.00,41.84,29.71,M
RJAI,2006-03-14 00:00,6.00,-11.00,28.34,29.83,M
RJAI,2006-03-14 03:00,7.00,-6.00,39.06,29.74,M
RJAI,2006-03-14 06:00,9.00,-6.00,34.09,29.68,M
RJAI,2006-03-14 20:25,3.00,-9.00,40.93,30.00,M
RJAI,2006-03-14 21:00,3.00,-8.00,44.25,30.00,M
RJAI,2006-03-14 22:00,3.00,-10.00,37.84,30.03,M
RJAI,2006-03-14 23:00,5.00,-9.00,35.57,30.03,M
RJAI,2006-03-15 00:00,6.00,-10.00,30.68,30.03,M
RJAI,2006-03-15 01:00,8.00,-9.00,28.93,30.03,M
RJAI,2006-03-15 02:00,9.00,-11.00,23.09,30.03,M
RJAI,2006-03-15 03:00,11.00,-11.00,20.20,30.00,M
RJAI,2006-03-15 04:00,11.00,-9.00,23.65,29.97,M
RJAI,2006-03-15 05:00,12.00,-5.00,30.11,29.94,M
RJAI,2006-03-15 06:00,13.00,-8.00,22.41,29.94,M
RJAI,2006-03-15 07:00,13.00,-1.00,37.97,29.94,M
RJAI,2006-03-15 08:00,12.00,0.00,43.61,29.94,M
RJAI,2006-03-15 20:00,6.00,1.00,70.28,29.91,M
RJAI,2006-03-15 21:00,6.00,0.00,65.38,29.91,M
RJAI,2006-03-15 22:00,5.00,0.00,70.08,29.91,M
RJAI,2006-03-15 23:00,7.00,0.00,61.03,29.94,M
RJAI,2006-03-16 00:00,9.00,1.00,57.26,29.94,M
RJAI,2006-03-16 01:00,11.00,2.00,53.81,29.91,M
RJAI,2006-03-16 02:00,13.00,3.00,50.64,29.88,M
RJAI,2006-03-16 03:00,13.00,3.00,50.64,29.85,M
RJAI,2006-03-16 04:00,15.00,6.00,54.86,29.80,M
RJAI,2006-03-16 05:00,16.00,9.00,63.15,29.74,M
RJAI,2006-03-16 06:00,15.00,10.00,72.01,29.74,M
RJAI,2006-03-16 07:00,15.00,11.00,76.98,29.68,M
RJAI,2006-03-17 00:00,13.00,1.00,43.90,29.41,M
RJAI,2006-03-17 03:00,15.00,0.00,35.87,29.50,M
RJAI,2006-03-17 06:00,15.00,1.00,38.56,29.62,M
RJAI,2006-03-18 03:00,15.00,-4.00,26.70,29.88,M
RJAI,2006-03-18 04:00,15.00,-1.00,33.35,29.83,M
RJAI,2006-03-18 05:00,14.00,-1.00,35.57,29.80,M
RJAI,2006-03-18 06:00,14.00,-5.00,26.42,29.77,M
RJAI,2006-03-18 07:00,14.00,M,M,29.74,M
RJAI,2006-03-18 07:33,14.00,8.00,67.12,29.74,M
RJAI,2006-03-18 08:00,13.00,9.00,76.66,29.74,M
RJAI,2006-03-18 20:05,10.00,8.00,87.37,29.44,M
RJAI,2006-03-18 21:00,10.00,6.00,76.18,29.44,M
RJAI,2006-03-18 22:00,10.00,5.00,71.07,29.41,M
RJAI,2006-03-18 23:00,9.00,6.00,81.47,29.41,M
RJAI,2006-03-19 00:00,10.00,7.00,81.61,29.41,M
RJAI,2006-03-19 01:00,12.00,6.00,66.70,29.38,M
RJAI,2006-03-19 02:00,14.00,2.00,44.19,29.35,M
RJAI,2006-03-20 00:00,6.00,-12.00,26.16,29.85,M
RJAI,2006-03-20 03:00,9.00,-13.00,19.66,29.80,M
RJAI,2006-03-20 06:00,12.00,-12.00,17.45,29.77,M
RJAI,2006-03-22 00:00,9.00,-6.00,34.09,30.09,M
RJAI,2006-03-22 03:00,11.00,-4.00,34.69,30.06,M
RJAI,2006-03-22 06:00,13.00,2.00,47.16,30.00,M
RJAI,2006-03-23 00:00,7.00,6.00,93.35,29.59,M
RJAI,2006-03-23 03:00,10.00,7.00,81.61,29.53,M
RJAI,2006-03-23 06:00,14.00,7.00,62.69,29.50,M
RJAI,2006-03-24 00:00,8.00,-6.00,36.48,29.83,M
RJAI,2006-03-24 03:00,11.00,-7.00,27.62,29.83,M
RJAI,2006-03-24 06:00,13.00,-10.00,19.16,29.83,M
RJAI,2006-03-24 21:00,7.00,-3.00,48.96,30.09,M
RJAI,2006-03-24 22:00,7.00,-3.00,48.96,30.09,M
RJAI,2006-03-24 23:00,8.00,-3.00,45.73,30.12,M
RJAI,2006-03-25 00:00,9.00,-2.00,46.02,30.15,M
RJAI,2006-03-25 01:00,9.00,-1.00,49.53,30.15,M
RJAI,2006-03-25 02:00,11.00,-1.00,43.32,30.15,M
RJAI,2006-03-25 03:00,11.00,0.00,46.59,30.12,M
RJAI,2006-03-27 00:00,10.00,5.00,71.07,29.94,M
RJAI,2006-03-27 03:00,14.00,3.00,47.44,29.88,M
RJAI,2006-03-27 06:00,14.00,5.00,54.60,29.83,M
RJAI,2006-03-28 00:00,11.00,5.00,66.48,29.74,M
RJAI,2006-03-28 03:00,15.00,7.00,58.77,29.62,M
RJAI,2006-03-28 06:00,16.00,6.00,51.45,29.47,M
RJAI,2006-03-29 00:00,9.00,-8.00,29.23,29.44,M
RJAI,2006-03-29 03:00,10.00,-11.00,21.59,29.44,M
RJAI,2006-03-29 06:00,10.00,-10.00,23.37,29.50,M
RJAI,2006-03-30 00:00,8.00,-6.00,36.48,29.65,M
RJAI,2006-03-30 03:00,11.00,-4.00,34.69,29.50,M
RJAI,2006-03-30 06:00,13.00,-6.00,26.13,29.41,M
RJAI,2006-03-31 00:00,6.00,-10.00,30.68,29.77,M
RJAI,2006-03-31 03:00,10.00,-8.00,27.33,29.77,M
RJAI,2006-03-31 06:00,11.00,-7.00,27.62,29.74,M
RJAI,2006-04-03 00:00,15.00,-3.00,28.77,29.38,M
RJAI,2006-04-03 03:00,17.00,-3.00,25.32,29.41,M
RJAI,2006-04-03 06:00,16.00,-2.00,29.06,29.53,M
RJAI,2006-04-04 06:00,19.00,2.00,32.14,29.83,M
RJAI,2006-04-04 20:00,13.00,9.00,76.66,29.68,M
RJAI,2006-04-04 20:22,13.00,9.00,76.66,29.68,M
RJAI,2006-04-04 21:00,13.00,9.00,76.66,29.68,M
RJAI,2006-04-04 22:00,13.00,9.00,76.66,29.65,M
RJAI,2006-04-04 23:00,13.00,10.00,81.99,29.65,M
RJAI,2006-04-05 00:00,13.00,10.00,81.99,29.65,M
RJAI,2006-04-05 00:12,13.00,11.00,87.65,29.62,M
RJAI,2006-04-05 00:38,12.00,11.00,93.60,29.59,M
RJAI,2006-04-05 01:00,12.00,11.00,93.60,29.59,M
RJAI,2006-04-05 02:00,11.00,11.00,100.00,29.56,M
RJAI,2006-04-05 03:00,10.00,10.00,100.00,29.53,M
RJAI,2006-04-05 06:00,10.00,9.00,93.50,29.47,M
RJAI,2006-04-06 00:00,9.00,-7.00,31.57,29.91,M
RJAI,2006-04-06 03:00,13.00,-7.00,24.21,29.91,M
RJAI,2006-04-06 06:00,13.00,-6.00,26.13,29.88,M
RJAI,2006-04-06 21:15,8.00,0.00,57.00,29.91,M
RJAI,2006-04-06 22:00,8.00,-1.00,53.00,29.91,M
RJAI,2006-04-06 23:00,8.00,0.00,57.00,29.91,M
RJAI,2006-04-07 00:00,9.00,2.00,61.52,29.91,M
RJAI,2006-04-07 01:00,10.00,3.00,61.76,29.94,M
RJAI,2006-04-07 02:00,9.00,3.00,66.05,29.91,M
RJAI,2006-04-07 03:00,9.00,3.00,66.05,29.91,M
RJAI,2006-04-07 04:00,10.00,3.00,61.76,29.88,M
RJAI,2006-04-07 06:00,10.00,3.00,61.76,29.88,M
RJAI,2006-04-10 00:00,10.00,3.00,61.76,30.27,M
RJAI,2006-04-10 03:00,11.00,4.00,61.99,30.27,M
RJAI,2006-04-10 06:00,10.00,7.00,81.61,30.24,M
RJAI,2006-04-11 00:00,10.00,9.00,93.50,30.18,M
RJAI,2006-04-11 03:00,12.00,9.00,81.87,30.15,M
RJAI,2006-04-11 06:00,10.00,10.00,100.00,30.06,M
RJAI,2006-04-11 21:00,13.00,13.00,100.00,29.77,M
RJAI,2006-04-11 22:00,12.00,12.00,100.00,29.80,M
RJAI,2006-04-11 23:00,12.00,12.00,100.00,29.80,M
RJAI,2006-04-12 00:00,12.00,12.00,100.00,29.77,M
RJAI,2006-04-12 01:00,12.00,12.00,100.00,29.77,M
RJAI,2006-04-12 02:00,12.00,12.00,100.00,29.77,M
RJAI,2006-04-12 03:00,14.00,13.00,93.69,29.74,M
RJAI,2006-04-12 06:00,16.00,14.00,87.92,29.71,M
RJAI,2006-04-13 00:00,17.00,13.00,77.29,29.77,M
RJAI,2006-04-13 03:00,19.00,13.00,68.15,29.77,M
RJAI,2006-04-13 06:00,19.00,14.00,72.74,29.71,M
RJAI,2006-04-14 00:00,13.00,9.00,76.66,29.97,M
RJAI,2006-04-14 03:00,15.00,8.00,62.92,29.97,M
RJAI,2006-04-14 06:00,13.00,8.00,71.64,30.03,M
RJAI,2006-04-17 00:00,11.00,-4.00,34.69,29.94,M
RJAI,2006-04-17 01:00,12.00,-4.00,32.46,29.94,M
RJAI,2006-04-17 02:00,15.00,-3.00,28.77,29.94,M
RJAI,2006-04-17 03:00,15.00,-3.00,28.77,29.94,M
RJAI,2006-04-17 04:00,16.00,-3.00,26.98,29.94,M
RJAI,2006-04-17 05:00,16.00,-1.00,31.28,29.94,M
RJAI,2006-04-17 06:00,16.00,0.00,33.64,29.94,M
RJAI,2006-04-17 07:00,16.00,2.00,38.85,29.97,M
RJAI,2006-04-17 08:00,16.00,4.00,44.76,29.97,M
RJAI,2006-04-17 09:00,14.00,3.00,47.44,29.97,M
RJAI,2006-04-18 00:00,14.00,5.00,54.60,30.15,M
RJAI,2006-04-18 03:00,20.00,6.00,40.00,30.12,M
RJAI,2006-04-18 06:00,22.00,2.00,26.71,30.06,M
RJAI,2006-04-18 22:00,15.00,9.00,67.33,30.15,M
RJAI,2006-04-18 23:00,15.00,9.00,67.33,30.15,M
RJAI,2006-04-19 00:00,16.00,9.00,63.15,30.15,M
RJAI,2006-04-19 01:00,17.00,8.00,55.37,30.18,M
RJAI,2006-04-19 02:00,18.00,11.00,63.60,30.15,M
RJAI,2006-04-19 03:00,18.00,12.00,67.95,30.12,M
RJAI,2006-04-19 04:00,19.00,11.00,59.74,30.09,M
RJAI,2006-04-19 05:00,19.00,10.00,55.88,30.06,M
RJAI,2006-04-19 06:00,20.00,11.00,56.13,30.03,M
RJAI,2006-04-19 07:00,19.00,11.00,59.74,30.03,M
RJAI,2006-04-19 22:00,15.00,14.00,93.74,29.68,M
RJAI,2006-04-19 23:00,16.00,14.00,87.92,29.62,M
RJAI,2006-04-20 00:00,17.00,15.00,88.00,29.56,M
RJAI,2006-04-20 03:00,17.00,16.00,93.83,29.41,M
RJAI,2006-04-20 06:00,19.00,9.00,52.25,29.29,M
RJAI,2006-04-20 22:00,10.00,5.00,71.07,29.44,M
RJAI,2006-04-20 23:00,11.00,5.00,66.48,29.44,M
RJAI,2006-04-21 00:00,11.00,6.00,71.26,29.44,M
RJAI,2006-04-21 01:00,14.00,6.00,58.52,29.41,M
RJAI,2006-04-21 03:00,12.00,6.00,66.70,29.41,M
RJAI,2006-04-21 06:00,17.00,M,M,29.41,M
RJAI,2006-04-21 20:25,9.00,-2.00,46.02,29.71,M
RJAI,2006-04-21 21:00,9.00,-2.00,46.02,29.71,M
RJAI,2006-04-21 22:00,10.00,-1.00,46.31,29.74,M
RJAI,2006-04-21 23:00,11.00,-2.00,40.25,29.74,M
RJAI,2006-04-22 00:00,12.00,-1.00,40.54,29.77,M
RJAI,2006-04-24 00:00,15.00,12.00,82.25,29.59,M
RJAI,2006-04-24 02:00,18.00,13.00,72.56,29.56,M
RJAI,2006-04-24 03:00,18.00,13.00,72.56,29.56,M
RJAI,2006-04-24 04:00,20.00,13.00,64.04,29.53,M
RJAI,2006-04-24 05:00,21.00,13.00,60.21,29.53,M
RJAI,2006-04-24 06:00,21.00,12.00,56.38,29.53,M
RJAI,2006-04-24 19:00,11.00,7.00,76.34,29.68,M
RJAI,2006-04-24 20:00,10.00,8.00,87.37,29.71,M
RJAI,2006-04-24 21:00,9.00,8.00,93.45,29.71,M
RJAI,2006-04-24 22:00,9.00,7.00,87.28,29.71,M
RJAI,2006-04-24 23:00,9.00,7.00,87.28,29.74,M
RJAI,2006-04-24 23:30,10.00,6.00,76.18,29.71,M
RJAI,2006-04-25 00:00,11.00,7.00,76.34,29.71,M
RJAI,2006-04-25 01:00,11.00,6.00,71.26,29.71,M
RJAI,2006-04-25 02:00,12.00,6.00,66.70,29.68,M
RJAI,2006-04-25 02:35,13.00,6.00,62.46,29.68,M
RJAI,2006-04-25 03:00,12.00,6.00,66.70,29.68,M
RJAI,2006-04-25 03:26,11.00,6.00,71.26,29.71,M
RJAI,2006-04-25 04:00,9.00,6.00,81.47,29.68,M
RJAI,2006-04-25 05:00,11.00,5.00,66.48,29.74,M
RJAI,2006-04-25 05:14,12.00,6.00,66.70,29.71,M
RJAI,2006-04-25 06:00,13.00,5.00,58.27,29.71,M
RJAI,2006-04-25 07:00,15.00,-1.00,33.35,29.71,M
RJAI,2006-04-26 00:00,13.00,-1.00,37.97,30.00,M
RJAI,2006-04-26 03:00,15.00,2.00,41.42,29.97,M
RJAI,2006-04-26 06:00,16.00,5.00,48.00,29.91,M
RJAI,2006-04-27 00:00,12.00,10.00,87.56,29.83,M
RJAI,2006-04-27 01:00,11.00,10.00,93.55,29.85,M
RJAI,2006-04-27 02:00,12.00,10.00,87.56,29.83,M
RJAI,2006-04-27 02:31,12.00,11.00,93.60,29.80,M
RJAI,2006-04-27 03:00,12.00,10.00,87.56,29.80,M
RJAI,2006-04-27 06:00,13.00,10.00,81.99,29.74,M
RJAI,2006-04-28 00:00,14.00,2.00,44.19,29.85,M
RJAI,2006-04-28 02:00,17.00,1.00,33.93,29.88,M
RJAI,2006-04-28 03:00,18.00,1.00,31.85,29.85,M
RJAI,2006-04-28 04:00,19.00,1.00,29.92,29.85,M
RJAI,2006-04-28 05:00,20.00,0.00,26.15,29.85,M
RJAI,2006-04-28 06:00,19.00,0.00,27.83,29.83,M
RJAI,2006-05-01 00:00,22.00,11.00,49.64,29.59,M
RJAI,2006-05-01 03:00,27.00,10.00,34.41,29.56,M
RJAI,2006-05-01 06:00,28.00,12.00,37.07,29.53,M
RJAI,2006-05-02 00:00,17.00,11.00,67.75,29.68,M
RJAI,2006-05-02 03:00,14.00,12.00,87.74,29.68,M
RJAI,2006-05-02 06:00,15.00,12.00,82.25,29.65,M
RJAI,2006-05-05 19:00,17.00,13.00,77.29,30.06,M
RJAI,2006-05-05 20:00,17.00,13.00,77.29,30.06,M
RJAI,2006-05-05 21:00,17.00,13.00,77.29,30.06,M
RJAI,2006-05-05 22:00,18.00,13.00,72.56,30.06,M
RJAI,2006-05-05 23:00,19.00,13.00,68.15,30.06,M
RJAI,2006-05-06 00:00,20.00,13.00,64.04,30.06,M
RJAI,2006-05-06 01:00,22.00,13.00,56.63,30.03,M
RJAI,2006-05-06 02:00,22.00,13.00,56.63,30.03,M
RJAI,2006-05-06 03:00,22.00,12.00,53.03,30.00,M
RJAI,2006-05-06 04:00,22.00,11.00,49.64,30.00,M
RJAI,2006-05-06 05:00,23.00,12.00,49.90,29.97,M
RJAI,2006-05-06 06:00,22.00,12.00,53.03,29.94,M
RJAI,2006-05-08 00:00,18.00,18.00,100.00,30.00,M
RJAI,2006-05-08 03:00,16.00,15.00,93.79,30.03,M
RJAI,2006-05-08 06:00,14.00,13.00,93.69,30.06,M
RJAI,2006-05-09 00:00,12.00,12.00,100.00,30.21,M
RJAI,2006-05-09 03:00,15.00,12.00,82.25,30.21,M
RJAI,2006-05-09 06:00,18.00,13.00,72.56,30.15,M
RJAI,2006-05-09 07:00,18.00,12.00,67.95,30.15,M
RJAI,2006-05-09 08:00,18.00,13.00,72.56,30.15,M
RJAI,2006-05-10 00:00,16.00,16.00,100.00,30.18,M
RJAI,2006-05-10 03:00,18.00,17.00,93.88,30.12,M
RJAI,2006-05-10 06:00,22.00,19.00,83.09,30.03,M
RJAI,2006-05-11 00:00,19.00,19.00,100.00,29.88,M
RJAI,2006-05-11 03:00,21.00,20.00,94.01,29.88,M
RJAI,2006-05-11 06:00,22.00,20.00,88.43,29.88,M
RJAI,2006-05-11 07:00,22.00,19.00,83.09,29.88,M
RJAI,2006-05-11 07:19,22.00,19.00,83.09,29.88,M
RJAI,2006-05-11 08:00,22.00,19.00,83.09,29.91,M
RJAI,2006-05-11 09:00,23.00,18.00,73.44,29.91,M
RJAI,2006-05-11 10:00,23.00,17.00,68.94,29.94,M
RJAI,2006-05-12 00:00,15.00,0.00,35.87,30.27,M
RJAI,2006-05-12 03:00,18.00,-1.00,27.55,30.24,M
RJAI,2006-05-12 06:00,19.00,1.00,29.92,30.18,M
RJAI,2006-05-15 00:00,18.00,11.00,63.60,30.15,M
RJAI,2006-05-15 03:00,21.00,9.00,46.16,30.15,M
RJAI,2006-05-15 06:00,21.00,10.00,49.37,30.15,M
RJAI,2006-05-15 22:00,17.00,13.00,77.29,30.21,M
RJAI,2006-05-15 23:00,18.00,12.00,67.95,30.21,M
RJAI,2006-05-16 00:00,19.00,12.00,63.82,30.24,M
RJAI,2006-05-16 01:00,19.00,12.00,63.82,30.24,M
RJAI,2006-05-16 03:00,18.00,14.00,77.45,30.21,M
RJAI,2006-05-16 05:00,18.00,15.00,82.62,30.21,M
RJAI,2006-05-16 06:00,18.00,14.00,77.45,30.21,M
RJAI,2006-05-16 07:00,18.00,14.00,77.45,30.18,M
RJAI,2006-05-17 00:00,18.00,14.00,77.45,30.21,M
RJAI,2006-05-17 03:00,21.00,13.00,60.21,30.18,M
RJAI,2006-05-17 06:00,21.00,14.00,64.26,30.15,M
RJAI,2006-05-18 00:00,16.00,14.00,87.92,30.09,M
RJAI,2006-05-18 03:00,17.00,14.00,82.50,30.06,M
RJAI,2006-05-18 06:00,18.00,15.00,82.62,30.03,M
RJAI,2006-05-18 07:00,19.00,15.00,77.60,30.03,M
RJAI,2006-05-18 08:00,19.00,15.00,77.60,30.03,M
RJAI,2006-05-18 09:00,19.00,15.00,77.60,30.03,M
RJAI,2006-05-18 10:00,18.00,15.00,82.62,30.03,M
RJAI,2006-05-19 00:00,17.00,17.00,100.00,29.91,M
RJAI,2006-05-19 03:00,18.00,17.00,93.88,29.85,M
RJAI,2006-05-19 06:00,21.00,18.00,82.98,29.77,M
RJAI,2006-05-22 00:00,19.00,14.00,72.74,30.09,M
RJAI,2006-05-22 03:00,21.00,14.00,64.26,30.06,M
RJAI,2006-05-22 06:00,21.00,15.00,68.55,30.00,M
RJAI,2006-05-23 00:00,20.00,14.00,68.35,29.83,M
RJAI,2006-05-23 03:00,21.00,15.00,68.55,29.74,M
RJAI,2006-05-23 06:00,22.00,17.00,73.27,29.68,M
RJAI,2006-05-23 22:00,19.00,17.00,88.18,29.71,M
RJAI,2006-05-23 23:00,21.00,17.00,77.90,29.74,M
RJAI,2006-05-24 00:00,22.00,17.00,73.27,29.74,M
RJAI,2006-05-24 01:00,23.00,15.00,60.67,29.74,M
RJAI,2006-05-24 03:00,25.00,12.00,44.25,29.71,M
RJAI,2006-05-24 06:00,25.00,14.00,50.43,29.68,M
RJAI,2006-05-25 00:00,19.00,9.00,52.25,30.09,M
RJAI,2006-05-25 03:00,20.00,10.00,52.51,30.09,M
RJAI,2006-05-25 06:00,21.00,10.00,49.37,30.09,M
RJAI,2006-05-26 00:00,19.00,12.00,63.82,30.21,M
RJAI,2006-05-26 03:00,20.00,12.00,59.97,30.21,M
RJAI,2006-05-26 06:00,20.00,12.00,59.97,30.15,M
RJAI,2006-05-29 00:00,22.00,17.00,73.27,29.62,M
RJAI,2006-05-29 03:00,25.00,16.00,57.36,29.62,M
RJAI,2006-05-29 06:00,25.00,15.00,53.80,29.59,M
RJAI,2006-05-29 07:00,25.00,14.00,50.43,29.59,M
RJAI,2006-05-29 08:00,24.00,14.00,53.55,29.59,M
RJAI,2006-05-29 09:00,23.00,15.00,60.67,29.62,M
RJAI,2006-05-29 10:00,22.00,15.00,64.48,29.62,M
RJAI,2006-05-30 00:00,21.00,16.00,73.09,29.77,M
RJAI,2006-05-30 03:00,24.00,16.00,60.90,29.74,M
RJAI,2006-05-30 06:00,25.00,15.00,53.80,29.71,M
RJAI,2006-05-31 00:00,22.00,14.00,60.44,29.91,M
RJAI,2006-05-31 03:00,25.00,12.00,44.25,29.88,M
RJAI,2006-05-31 06:00,26.00,13.00,44.52,29.85,M
RJAI,2006-06-01 00:00,22.00,16.00,68.75,29.94,M
RJAI,2006-06-01 03:00,26.00,15.00,50.69,29.91,M
RJAI,2006-06-01 06:00,28.00,13.00,39.58,29.88,M
RJAI,2006-06-02 00:00,21.00,17.00,77.90,29.91,M
RJAI,2006-06-02 03:00,22.00,18.00,78.04,29.88,M
RJAI,2006-06-02 06:00,23.00,18.00,73.44,29.83,M
RJAI,2006-06-05 00:00,19.00,12.00,63.82,29.80,M
RJAI,2006-06-05 03:00,20.00,13.00,64.04,29.77,M
RJAI,2006-06-05 06:00,20.00,15.00,72.92,29.74,M
RJAI,2006-06-06 00:00,19.00,14.00,72.74,29.80,M
RJAI,2006-06-06 03:00,22.00,14.00,60.44,29.74,M
RJAI,2006-06-06 06:00,23.00,14.00,56.88,29.71,M
RJAI,2006-06-06 20:00,18.00,15.00,82.62,29.71,M
RJAI,2006-06-06 21:00,18.00,16.00,88.09,29.71,M
RJAI,2006-06-06 22:00,18.00,16.00,88.09,29.74,M
RJAI,2006-06-06 23:00,20.00,15.00,72.92,29.74,M
RJAI,2006-06-07 00:00,21.00,15.00,68.55,29.74,M
RJAI,2006-06-07 03:00,19.00,15.00,77.60,29.77,M
RJAI,2006-06-07 06:00,22.00,14.00,60.44,29.77,M
RJAI,2006-06-07 22:00,18.00,14.00,77.45,29.88,M
RJAI,2006-06-07 23:00,19.00,13.00,68.15,29.88,M
RJAI,2006-06-08 00:00,19.00,14.00,72.74,29.88,M
RJAI,2006-06-08 01:00,19.00,13.00,68.15,29.88,M
RJAI,2006-06-08 02:00,20.00,14.00,68.35,29.88,M
RJAI,2006-06-08 03:00,20.00,15.00,72.92,29.85,M
RJAI,2006-06-08 04:00,21.00,15.00,68.55,29.85,M
RJAI,2006-06-08 05:00,20.00,15.00,72.92,29.83,M
RJAI,2006-06-08 06:00,20.00,15.00,72.92,29.80,M
RJAI,2006-06-08 07:00,20.00,16.00,77.75,29.80,M
RJAI,2006-06-08 07:21,20.00,16.00,77.75,29.80,M
RJAI,2006-06-08 08:00,20.00,16.00,77.75,29.80,M
RJAI,2006-06-08 09:00,20.00,15.00,72.92,29.80,M
RJAI,2006-06-08 10:00,20.00,15.00,72.92,29.80,M
RJAI,2006-06-08 20:00,19.00,18.00,93.92,29.59,M
RJAI,2006-06-08 20:18,19.00,18.00,93.92,29.59,M
RJAI,2006-06-08 21:00,19.00,18.00,93.92,29.56,M
RJAI,2006-06-08 22:00,19.00,18.00,93.92,29.53,M
RJAI,2006-06-08 23:00,19.00,16.00,82.74,29.56,M
RJAI,2006-06-09 00:00,18.00,17.00,93.88,29.53,M
RJAI,2006-06-09 03:00,17.00,17.00,100.00,29.41,M
RJAI,2006-06-09 04:00,17.00,17.00,100.00,29.38,M
RJAI,2006-06-09 05:00,17.00,17.00,100.00,29.32,M
RJAI,2006-06-09 06:00,18.00,18.00,100.00,29.32,M
RJAI,2006-06-12 00:00,19.00,16.00,82.74,30.00,M
RJAI,2006-06-12 03:00,22.00,17.00,73.27,29.97,M
RJAI,2006-06-12 06:00,22.00,17.00,73.27,29.94,M
RJAI,2006-06-13 00:00,20.00,18.00,88.26,30.00,M
RJAI,2006-06-13 03:00,21.00,18.00,82.98,30.00,M
RJAI,2006-06-13 05:00,22.00,18.00,78.04,29.97,M
RJAI,2006-06-13 06:00,23.00,18.00,73.44,29.97,M
RJAI,2006-06-13 07:00,23.00,18.00,73.44,29.94,M
RJAI,2006-06-13 07:26,23.00,19.00,78.19,29.94,M
RJAI,2006-06-13 08:00,23.00,19.00,78.19,29.94,M
RJAI,2006-06-13 08:17,23.00,19.00,78.19,29.94,M
RJAI,2006-06-13 09:00,22.00,18.00,78.04,29.94,M
RJAI,2006-06-14 00:00,21.00,18.00,82.98,30.00,M
RJAI,2006-06-14 01:00,22.00,18.00,78.04,30.00,M
RJAI,2006-06-14 02:00,23.00,18.00,73.44,30.00,M
RJAI,2006-06-14 03:00,24.00,17.00,64.91,29.97,M
RJAI,2006-06-14 04:00,24.00,18.00,69.14,29.97,M
RJAI,2006-06-14 06:00,25.00,17.00,61.13,29.94,M
RJAI,2006-06-14 20:00,21.00,18.00,82.98,29.94,M
RJAI,2006-06-14 21:00,21.00,19.00,88.34,29.94,M
RJAI,2006-06-14 22:00,21.00,19.00,88.34,29.94,M
RJAI,2006-06-14 23:00,22.00,19.00,83.09,29.94,M
RJAI,2006-06-15 00:00,22.00,18.00,78.04,29.94,M
RJAI,2006-06-15 03:00,23.00,17.00,68.94,29.91,M
RJAI,2006-06-15 06:00,23.00,18.00,73.44,29.88,M
RJAI,2006-06-16 00:00,21.00,21.00,100.00,29.74,M
RJAI,2006-06-16 03:00,22.00,22.00,100.00,29.74,M
RJAI,2006-06-16 06:00,22.00,21.00,94.06,29.74,M
RJAI,2006-06-19 00:00,21.00,20.00,94.01,29.83,M
RJAI,2006-06-19 03:00,25.00,21.00,78.48,29.83,M
RJAI,2006-06-19 05:00,26.00,21.00,73.95,29.80,M
